label,repo_id,full_name,description,language,topics,stars,forks,open_issues,contributor_count,size_kb,is_fork,is_archived,last_commit_days_ago,repo_age_days,has_readme,readme_size_bytes,has_docker,has_requirements,has_tests_folder,has_ci_cd,root_file_count
template_boilerplate,11407242,cookiecutter/cookiecutter,"A cross-platform command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects, C projects.",Python,"cookiecutter,python",24899,2241,298,284,3499,False,False,56,4700,True,5537,False,True,True,True,25
template_boilerplate,11407567,audreyfeldroy/cookiecutter-pypackage,Cookiecutter template for a Python package.,Python,,4577,1799,18,120,1212,False,False,8,4700,True,4031,False,True,True,True,23
template_boilerplate,238912856,cjolowicz/cookiecutter-hypermodern-python,Hypermodern Python Cookiecutter,Python,,1918,237,105,17,4408,False,False,739,2301,True,5148,False,False,False,True,15
template_boilerplate,12115269,cookiecutter/cookiecutter-django,Cookiecutter Django is a framework for jumpstarting production-ready Django projects quickly.,Python,"boilerplate,celery,cookiecutter,cookiecutter-django,django,django-cookiecutter,docker,hacktoberfest,heroku,project-template,python",13526,3062,98,390,12186,False,False,0,4669,True,13958,False,True,True,True,23
template_boilerplate,45271904,drivendataorg/cookiecutter-data-science,"A logical, reasonably standardized, but flexible project structure for doing and sharing data science work.",Python,"ai,cookiecutter,cookiecutter-data-science,cookiecutter-template,data-science,machine-learning",9882,2631,32,50,1328,False,False,48,3862,True,5792,False,True,True,True,19
template_boilerplate,172227885,fastapi/full-stack-fastapi-template,"Full stack, modern web application template. Using FastAPI, React, SQLModel, PostgreSQL, Docker, GitHub Actions, automatic HTTPS and more.",TypeScript,"backend,chakra-ui,docker,fastapi,frontend,json,json-schema,jwt,letsencrypt,openapi,postgresql,python,react,sqlmodel,swagger,tanstack-query,tanstack-router,traefik,typescript",43371,8590,25,76,5842,False,False,2,2650,True,9019,False,True,False,True,26
template_boilerplate,395847680,rochacbruno/python-project-template,This template is **archived**.   > UV can now [generate a sample project](https://docs.astral.sh/uv/guides/projects/#creating-a-new-project)   > I recommend using **UV** to bootstrap your peojects.   > [Copier](https://github.com/copier-org/copier) is a tools that can bootstrap projects from templat,Makefile,"boilerplate,cookiecutter,flask,generator,github-actions,hacktoberfest,project-template,python,python-project-template,python-template,rochacbruno-template,template",1223,184,14,11,72,False,True,366,1747,True,4904,False,True,True,True,17
template_boilerplate,1062897,github/gitignore,A collection of useful .gitignore templates,,"git,gitignore",174113,82477,63,413,3137,False,False,6,5679,True,5624,False,False,False,True,169
template_boilerplate,99454887,sveltejs/template,Template for building basic applications with Svelte,JavaScript,,1745,789,41,34,121,False,True,1197,3216,True,3288,False,True,False,False,7
template_boilerplate,385860117,vuejs/create-vue,🛠️ The recommended way to start a Vite-powered Vue project,Vue,"vite,vue,vue3,vuejs",4367,518,37,55,16287,False,False,0,1778,True,3027,False,True,False,True,26
template_boilerplate,103513062,wemake-services/wemake-django-template,Bleeding edge django template focused on code quality and security.,Python,"caddy,cookiecutter,cookiecutter-template,django,docker,gitlab-ci,mypy,pytest,python,python3",2252,223,21,53,8123,False,False,1,3177,True,4808,False,True,True,True,16
template_boilerplate,388245573,microsoft/python-package-template,Template for Python Projects,Python,,583,195,36,5,365,False,False,69,1771,True,14946,False,True,True,True,15
template_boilerplate,172227885,fastapi/full-stack-fastapi-template,"Full stack, modern web application template. Using FastAPI, React, SQLModel, PostgreSQL, Docker, GitHub Actions, automatic HTTPS and more.",TypeScript,"backend,chakra-ui,docker,fastapi,frontend,json,json-schema,jwt,letsencrypt,openapi,postgresql,python,react,sqlmodel,swagger,tanstack-query,tanstack-router,traefik,typescript",43371,8590,25,76,5842,False,False,2,2650,True,9019,False,True,False,True,26
template_boilerplate,157021071,MichaelCurrin/py-project-template,Starter template for a Python app - including CI and docs 🐍 🌠,Python,"boilerplate,python,python3,quickstart,scaffolding,skeleton,starter,template",9,4,16,2,304,False,False,226,2755,True,1750,False,True,True,True,19
template_boilerplate,21937935,heroku/python-getting-started,Getting Started with Python on Heroku.,Python,"django,heroku,heroku-languages,python,sample-app",852,1808,1,27,211,False,False,26,4332,True,2318,False,True,False,True,14
template_boilerplate,45603512,microsoft/vscode-extension-samples,Sample code illustrating the VS Code extension API.,TypeScript,,10080,3885,70,140,107578,False,False,104,3856,True,18493,False,True,False,True,95
template_boilerplate,525552024,github/codespaces-blank,,,,493,3365,60,1,2,False,False,47,1380,False,0,False,False,False,False,0
template_boilerplate,501264105,github/codespaces-react,,JavaScript,,514,1173,33,13,1749,False,False,7,1449,True,3329,False,True,False,False,12
template_boilerplate,533578412,github/codespaces-flask,,CSS,,101,247,8,5,75,False,False,96,1358,True,742,False,True,False,False,7
template_boilerplate,39679520,pytest-dev/cookiecutter-pytest-plugin,A Cookiecutter template for pytest plugins 💻,Python,"cookiecutter,pytest,python",336,61,7,27,209,False,False,616,3959,True,4607,False,False,True,True,14
template_boilerplate,13690689,jacebrowning/template-python,My template for new Python libraries.,Python,"cookiecutter,hacktoberfest,makefile,poetry,project-creation,python,template",670,100,7,7,796,False,False,433,4604,True,2576,False,True,False,True,14
template_boilerplate,4047286,navdeep-G/samplemod,,Python,python,4889,1440,16,9,18,False,False,892,5154,True,339,False,True,True,False,10
template_boilerplate,14899596,pypa/sampleproject,"A sample project that exists for PyPUG's ""Tutorial on Packaging and Distributing Projects""",Python,,5243,1746,23,52,133,False,False,567,4558,True,1804,False,True,True,True,8
template_boilerplate,164136678,tiangolo/uvicorn-gunicorn-fastapi-docker,Docker image with Uvicorn managed by Gunicorn for high-performance FastAPI web applications in Python with performance auto-tuning.,Python,"asgi,async,docker,docker-image,fastapi,gunicorn,json,json-schema,openapi,openapi3,pydantic,python,python-types,redoc,swagger-ui,uvicorn,web,websockets",2910,342,4,8,266,False,False,5,2700,True,48217,False,False,True,True,6
template_boilerplate,51702566,tiangolo/uwsgi-nginx-flask-docker,Docker image with uWSGI and Nginx for Flask applications in Python running in a single container.,Python,"debian,docker-container,docker-image,dockerfile,flask,flask-application,flask-image,nginx,nginx-server,python,python-flask,uwsgi,uwsgi-nginx,web,webapp",3006,609,1,15,431,False,False,1,3755,True,57334,False,False,True,True,6
template_boilerplate,165392251,tiangolo/meinheld-gunicorn-flask-docker,Docker image with Meinheld and Gunicorn for Flask applications in Python.,Python,"debian,docker,docker-image,dockerfile,flask,gunicorn,http,python,python-flask,web",482,60,0,7,227,False,True,199,2692,True,30547,False,False,True,True,7
template_boilerplate,51698014,tiangolo/uwsgi-nginx-docker,Docker image with uWSGI and Nginx for applications in Python (as Flask) in a single container.,Python,"debian,docker,docker-image,dockerfile,nginx,python,python-application,server,uwsgi,uwsgi-nginx,web,web-app,web-server,webapp",661,275,1,14,345,False,False,1,3755,True,39663,False,False,True,True,6
template_boilerplate,342038855,nickjj/docker-django-example,A production ready example Django app that's using Docker and Docker Compose.,Python,"celery,django,docker,docker-compose,esbuild,postgres,redis,tailwindcss",1530,472,5,5,1425,False,False,11,1918,True,16163,True,True,False,True,19
template_boilerplate,324186031,nickjj/docker-flask-example,A production ready example Flask app that's using Docker and Docker Compose.,Python,"celery,docker,docker-compose,esbuild,flask,postgres,redis,tailwindcss",763,138,4,4,1941,False,False,11,1980,True,16629,True,True,True,True,23
template_boilerplate,323724010,nickjj/docker-rails-example,A production ready example Rails app that's using Docker and Docker Compose.,Ruby,"docker,docker-compose,esbuild,hotwire,postgres,rails,redis,stimulus,tailwindcss",1076,226,10,7,1543,False,False,11,1982,True,15730,True,True,True,True,33
template_boilerplate,346772527,nickjj/docker-node-example,An example Node / Express app that's using Docker and Docker Compose.,Shell,"docker,docker-compose,esbuild,express,node,postgres,redis,tailwindcss",230,46,0,2,3626,False,False,11,1903,True,15496,True,False,False,True,16
template_boilerplate,358298160,nickjj/docker-phoenix-example,A production ready example Phoenix app that's using Docker and Docker Compose.,Elixir,"docker,docker-compose,elixir,esbuild,phoenix,postgres,tailwindcss",239,38,1,5,1426,False,True,146,1868,True,16719,True,False,True,True,23
template_boilerplate,486550,h5bp/html5-boilerplate,"A professional front-end template for building fast, robust, and adaptable web apps or sites.",JavaScript,"best-practices,css,html,html5,html5-boilerplate,javascript,robust",57461,12297,30,249,22770,False,False,5,5967,True,5592,False,True,True,True,20
template_boilerplate,11726680,h5bp/server-configs-nginx,Nginx HTTP server boilerplate configs,,"best-practices,config,h5bp,nginx,nginx-configuration,robust,standard",11558,1528,1,90,420,False,False,37,4686,True,4817,False,False,True,True,12
template_boilerplate,63537249,react/create-react-app,Set up a modern web app by running one command.,JavaScript,"build-tools,react,zero-configuration",103377,27028,2398,450,25186,False,False,466,3601,True,11690,False,True,True,True,30
template_boilerplate,48626335,vuejs/vue-cli,🛠️ webpack-based tooling for Vue.js Development,JavaScript,,29584,6262,1071,452,31134,False,False,279,3805,True,1376,False,True,False,True,19
template_boilerplate,36891867,angular/angular-cli,CLI tool for Angular,TypeScript,"angular,angular-cli,cli,typescript",27030,11863,305,415,207234,False,False,0,4010,True,10006,False,True,True,True,43
template_boilerplate,44416666,electron/minimal-repro,Clone to try a simple Electron app,JavaScript,,11446,4917,14,52,1350,False,False,1,3876,True,2341,False,True,False,True,11
template_boilerplate,44402056,electron/electron-api-demos,Explore the Electron APIs,HTML,,10233,2080,49,52,5674,False,True,1294,3876,True,2707,False,True,True,True,22
template_boilerplate,307520777,vercel/commerce,Next.js Commerce,TypeScript,"ecommerce,nextjs,react,shopify",14058,5388,75,134,11077,False,False,114,2039,True,4979,False,True,False,False,14
template_boilerplate,311865672,vercel/nextjs-subscription-payments,"Clone, deploy, and fully customize a SaaS subscription application with Next.js.",TypeScript,"nextjs-starter,stripe-checkout,stripe-customer-portal,supabase,vercel",7716,1743,0,31,1251,False,True,489,2023,True,15647,False,True,False,False,24
template_boilerplate,642917329,vercel/chatbot,"A full-featured, hackable Next.js AI chatbot built by Vercel",TypeScript,"ai,chatgpt,nextjs,react,redis,shadcn-ui,vercel",20390,6610,20,75,6203,False,False,9,1104,True,3575,False,True,True,True,28
